Ce_COOH,Qe_COOH,Ce_SH,Qe_SH,Ce_MSN,Qe_MSN
0.055142344,19.77943062,0.056282238,19.77487105,0.083354706,19.66658117
0.137732491,39.44907004,0.401729719,38.39308112,0.552243976,37.7910241
2.173471095,91.30611562,2.770682358,88.91727057,4.737389683,81.05044127
14.1149802,143.5400792,18.93482753,124.2606899,21.96620997,112.1351601
